case_id,species,age_years,breed,is_neutered,weight_kg,is_vaccinated,lethargy_level,appetite_status,drinking_status,is_vomiting,is_diarrhea,has_blood_in_stool,is_straining_to_urinate,urinating_more_frequently,has_blood_in_urine,is_coughing,is_sneezing,has_nasal_discharge,is_itching_scratching,has_hair_loss,is_lame_limping,diagnosis
1971,Dog,7,French Bulldog,No,35,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1972,Cat,17,Persian,No,6,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1973,Cat,8,British Shorthair,No,4,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1974,Dog,12,Boxer,Yes,36,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1975,Cat,8,Domestic Shorthair,Yes,3,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1976,Dog,2,Boxer,No,37,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1977,Dog,4,Beagle,No,41,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1978,Cat,1,British Shorthair,Yes,3,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1979,Dog,17,German Shepherd,Yes,9,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Arthritis
1980,Cat,7,British Shorthair,Yes,6,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1981,Cat,6,Domestic Shorthair,No,5,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1982,Dog,1,Shih Tzu,No,28,No,Severe,None,Normal,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1983,Cat,1,Siamese,Yes,4,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Upper Respiratory Infection
1984,Cat,9,Maine Coon,No,3,Yes,Mild,Decreased,Increased,No,No,No,No,No,No,No,No,No,No,No,Yes,CKD
1985,Dog,20,French Bulldog,No,34,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1986,Dog,1,French Bulldog,Yes,23,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Parvovirus
1987,Dog,4,German Shepherd,No,12,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1988,Dog,15,Boxer,No,22,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Kennel Cough
1989,Cat,10,Ragdoll,No,3,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1990,Dog,7,Boxer,Yes,37,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Ear Infection
1991,Cat,2,Sphynx,Yes,6,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1992,Cat,9,Maine Coon,Yes,6,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1993,Dog,14,Mixed Breed,Yes,10,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1994,Cat,3,Sphynx,Yes,3,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1995,Dog,1,Golden Retriever,No,26,No,Severe,None,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1996,Dog,7,Boxer,No,39,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Hip Dysplasia
1997,Cat,2,British Shorthair,Yes,5,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1998,Cat,12,Siamese,No,5,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,No,Yes,No,No,No,Upper Respiratory Infection
1999,Dog,18,Mixed Breed,Yes,30,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
2000,Cat,7,Siamese,Yes,3,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
2001,Dog,4,Shih Tzu,No,11,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
2002,Cat,13,Sphynx,Yes,4,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
2003,Dog,4,Shih Tzu,Yes,32,No,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Kennel Cough
2004,Dog,2,Golden Retriever,No,15,No,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
2005,Dog,8,German Shepherd,Yes,43,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
2006,Cat,4,Domestic Longhair,Yes,5,No,Normal,Decreased,Normal,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Gastritis
2007,Cat,2,Ragdoll,No,3,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
2008,Cat,1,Domestic Longhair,Yes,7,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,No,Yes,No,No,No,Upper Respiratory Infection
2009,Dog,17,French Bulldog,Yes,27,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
2010,Dog,7,Beagle,Yes,6,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Arthritis
2011,Dog,14,Poodle,Yes,10,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
2012,Dog,13,Rottweiler,Yes,43,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
2013,Dog,3,Beagle,No,24,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Kennel Cough
2014,Dog,5,Rottweiler,No,6,No,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
2015,Cat,6,Bengal,Yes,3,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
2016,Dog,1,Beagle,No,42,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
2017,Dog,7,Labrador Retriever,Yes,28,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
2018,Dog,5,Golden Retriever,Yes,13,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
2019,Dog,15,Rottweiler,No,30,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Hip Dysplasia
2020,Dog,1,Rottweiler,No,32,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
2021,Dog,6,Poodle,No,28,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
2022,Cat,3,Sphynx,Yes,7,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
2023,Dog,14,Rottweiler,Yes,21,No,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
2024,Dog,10,German Shepherd,No,35,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
2025,Cat,13,Maine Coon,Yes,5,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
